"GEOID","NAME","acs","census","pep","lon","lat","worldpop","fb"
"27135","Roseau County, Minnesota",15864,15629,15558,-95.7866414731655,48.7732728658942,15485.1766469873,15061.7246690927
"27137","St. Louis County, Minnesota",199472,200226,200138,-92.4599261540862,47.6098007090547,200042.337557429,197265.323556922
"27139","Scott County, Minnesota",126139,129928,130506,-93.5345193357305,44.6595773702225,132892.692226681,154523.650358966
"27141","Sherburne County, Minnesota",86823,88499,88798,-93.7810884351161,45.4576034729183,88432.0106418999,102527.505634989
"27143","Sibley County, Minnesota",15219,15226,15256,-94.2261045080436,44.5910957554852,15161.7689737231,14919.6982000803
"27145","Stearns County, Minnesota",147927,150642,150756,-94.613776356291,45.5611002442749,151457.710865663,157920.976540221
"27147","Steele County, Minnesota",36434,36576,36497,-93.2311943268938,44.0303636087097,36769.4247988164,37709.1807739924
"27149","Stevens County, Minnesota",9711,9726,9705,-95.9953402499783,45.5924294914636,9697.81976601295,9452.21616587812
"27151","Swift County, Minnesota",9946,9783,9754,-95.6759350119082,45.2869413535362,9868.53575409658,8716.92511245152
"27153","Todd County, Minnesota",24804,24895,24898,-94.8945582046218,46.0780865548125,24835.2095671091,24434.9726860398
"27155","Traverse County, Minnesota",3657,3558,3534,-96.4652172669416,45.7767831382531,3578.83249313053,3256.89992131944
"27157","Wabasha County, Minnesota",21743,21676,21672,-92.2227196837074,44.2932371998092,22135.3938204274,21346.3845531087
"27159","Wadena County, Minnesota",13809,13843,13816,-94.9594965686905,46.5890380201368,13624.6081364275,13731.538747944
"27161","Waseca County, Minnesota",19168,19136,19145,-93.5940838409997,44.0322581007838,19307.4807155319,18640.3633303934
"27163","Washington County, Minnesota",232536,238136,238930,-92.8895157262727,45.0396153140907,237451.87627051,256018.096730489
"27165","Watonwan County, Minnesota",11212,11211,11194,-94.6182518005371,43.9888343811035,11087.6854750183,10729.3913528436
"27167","Wilkin County, Minnesota",6636,6576,6591,-96.4567792145965,46.364698133495,6622.55237020052,6225.80375725771
"27169","Winona County, Minnesota",51304,51461,51435,-91.7792099089828,43.9970324563686,51162.8656259316,51521.1744796515
"27171","Wright County, Minnesota",120764,124700,125093,-93.963918338327,45.1825815899645,123476.190264255,145143.211752948
"27173","Yellow Medicine County, Minnesota",10514,10438,10423,-95.8575067833304,44.7255663421104,10371.6928329269,9875.60780191675
"28001","Adams County, Mississippi",32659,32297,32574,-91.3534372241358,31.4878807305011,32333.286746004,30211.7733634591
"28003","Alcorn County, Mississippi",36708,37057,37107,-88.581188155664,34.8804126959731,37092.9547049827,34725.8661161644
"28005","Amite County, Mississippi",13318,13131,13138,-90.8094826630169,31.1763376449972,13008.0896977334,12522.175596888
"28007","Attala County, Mississippi",19545,19564,19485,-89.5839075583874,33.0857602492169,19470.5628208029,17847.7596856434
"28009","Benton County, Mississippi",8652,8729,8694,-89.188927315613,34.818562711129,8805.83234655313,8366.32383616162
"28011","Bolivar County, Mississippi",35063,34145,34106,-90.8875126034409,33.8004516910641,34051.6386573497,27220.6970055404
"28013","Calhoun County, Mississippi",14945,14962,14968,-89.3335109176963,33.9411732785825,14941.1862618722,13438.169597741
"28015","Carroll County, Mississippi",10608,10597,10602,-89.922986697285,33.4510174924505,10534.7108342125,9719.6228474656
"28017","Chickasaw County, Mississippi",17689,17392,17440,-88.9426339519419,33.9209249603145,17472.4156820041,14985.2056716067
"28019","Choctaw County, Mississippi",8680,8547,8572,-89.2459216502891,33.3442577254178,8586.27052507037,7371.06186733512
"28021","Claiborne County, Mississippi",9928,9604,9581,-90.9117168136166,31.9812858443891,9557.94452451973,8411.94075800903
"28023","Clarke County, Mississippi",16808,16732,16727,-88.6860731493365,32.0447823334222,16540.7087127105,15140.8684271579
"28025","Clay County, Mississippi",20883,20634,20560,-88.7822852479268,33.6570335514404,20622.0666432382,17686.1766777401
"28027","Coahoma County, Mississippi",26681,26151,26106,-90.6082551299015,34.2361252087957,26133.105909294,21024.1154207099
"28029","Copiah County, Mississippi",29521,29449,29434,-90.4575101668234,31.8737334241136,29509.0589416511,29016.2034908906
"28031","Covington County, Mississippi",19557,19568,19577,-89.5589402321989,31.6401461977629,19479.980598703,19239.779042085
"28033","DeSoto County, Mississippi",154715,161252,161778,-89.9933709150562,34.8766821039413,158154.34756638,170151.568254932
"28035","Forrest County, Mississippi",74290,74934,74941,-89.2584060068063,31.1946451928671,77442.3070153182,75141.7490650053
"28037","Franklin County, Mississippi",8130,8118,8110,-90.9066641255947,31.4797505603386,8085.23748720071,7731.85522115956
"28039","George County, Mississippi",22061,22578,22655,-88.6399210052468,30.8637824024284,22719.7240325434,23794.2707446709
"28041","Greene County, Mississippi",14009,14400,14389,-88.6387196238694,31.2136166174835,14209.9460691896,11561.4492000025
"28043","Grenada County, Mississippi",22169,21906,21835,-89.7985051236707,33.7712249162614,21965.8685745651,18931.1987507925
"28045","Hancock County, Mississippi",42408,43929,44089,-89.4877884589314,30.429512826132,43552.4439129119,43784.9213371686
"28047","Harrison County, Mississippi",181791,187105,187859,-89.115122420029,30.5250952898421,186943.718155214,183378.175558717
"28049","Hinds County, Mississippi",246067,245285,245720,-90.4516691282567,32.2712519832417,245246.942704042,215801.4054528
"28051","Holmes County, Mississippi",19597,19198,19405,-90.0977936933319,33.127689350023,19100.1466013325,16483.5889458406
"28053","Humphreys County, Mississippi",9610,9375,9334,-90.5317169306097,33.1346351420526,9400.94383170432,7538.49198421034
"28055","Issaquena County, Mississippi",1893,1406,1386,-90.9928081360903,32.7403841350479,1384.62878225383,980.50952757003
"28057","Itawamba County, Mississippi",23329,23401,23419,-88.3613342911247,34.2780678752895,23285.8404622693,21682.7558159501
"28059","Jackson County, Mississippi",137082,139668,139469,-88.6320734072752,30.5611930828825,140071.073646223,142099.720693068
"28061","Jasper County, Mississippi",17383,17062,17018,-89.1142015641403,32.0258902382066,17117.1363752806,15951.9339119275
"28063","Jefferson County, Mississippi",7970,7726,7721,-91.0365474121205,31.7380923559426,7737.44919463343,6747.60137471085
"28065","Jefferson Davis County, Mississippi",12666,12487,12462,-89.8308021443886,31.5762691550014,12596.2710536495,11630.6228293679
"28067","Jones County, Mississippi",67144,67761,67809,-89.1694078910787,31.6288954242696,67938.0128747316,68006.7621935156
"28069","Kemper County, Mississippi",10470,10456,10449,-88.6415416335807,32.7541454927656,10717.8223303242,9704.22756983505
"28071","Lafayette County, Mississippi",45859,47351,47568,-89.4845117326238,34.3623074006152,47428.0722462055,46752.7761121984
"28073","Lamar County, Mississippi",52559,55658,56104,-89.5150295083146,31.2150905117136,53174.352136089,64698.4188660219
"28075","Lauderdale County, Mississippi",79405,80261,80396,-88.6610476538331,32.4052168725418,80223.1130838138,72523.3874973278
"28077","Lawrence County, Mississippi",13016,12929,12928,-90.1155275926939,31.5581025847478,12834.179196497,12538.0268135504
"28079","Leake County, Mississippi",23547,23805,23738,-89.5287106805043,32.7584189788634,23957.2253757454,23151.4584201181
"28081","Lee County, Mississippi",81446,82910,82880,-88.6776013707827,34.2842044101122,82674.0281041823,76831.7975188556
"28083","Leflore County, Mississippi",33109,32317,32418,-90.3053751367642,33.5528211333081,32367.2834436693,26137.1929334872
"28085","Lincoln County, Mississippi",34622,34869,34896,-90.46343596329,31.5391524955217,34920.6262675636,35025.8194632879
"28087","Lowndes County, Mississippi",59482,59779,59796,-88.4434350592566,33.4683254536574,59583.7497915593,52408.8135243295
"28089","Madison County, Mississippi",91987,95203,95538,-90.0446466457734,32.6380211386722,95345.0663266457,94158.6356664386
"28091","Marion County, Mississippi",26758,27088,26992,-89.8325724466973,31.2369082771999,27340.4462693764,27511.0566158285
"28093","Marshall County, Mississippi",37002,37144,37062,-89.5032026142955,34.7649435049852,37019.1457399009,34840.9925171967
"28095","Monroe County, Mississippi",37282,36989,36922,-88.4765644033536,33.8897415464654,37296.3674777139,32734.7331139747
"28097","Montgomery County, Mississippi",11138,10925,10898,-89.6142128534345,33.4933940439242,10948.1130221998,9334.2317120175
"28099","Neshoba County, Mississippi",29545,29676,29695,-89.1166838822235,32.7564183485989,29884.3513479121,27596.9840819896
"28101","Newton County, Mississippi",21828,21720,21659,-89.114990234375,32.4036273956299,21551.8438679334,19904.7364825137
"28103","Noxubee County, Mississippi",11747,11545,11482,-88.5620184634281,33.1071409190455,11545.3006273286,9991.00602096392
"28105","Oktibbeha County, Mississippi",46529,47671,47723,-88.8731096118492,33.4219717045299,47249.4486179717,44629.754512196
"28107","Panola County, Mississippi",34782,34707,34640,-89.9489740849474,34.3697599768698,35174.5668047001,31517.6727826445
"28109","Pearl River County, Mississippi",55923,55834,55693,-89.5798895247382,30.7780052684696,55814.2368431096,58836.557687696
"28111","Perry County, Mississippi",12243,12250,12234,-88.9923172381913,31.1782813721049,11942.7463300524,11857.7942666395
"28113","Pike County, Mississippi",40284,40404,40441,-90.4126298125138,31.1764586482755,40606.5899113715,40520.2791433933
"28115","Pontotoc County, Mississippi",29523,29957,30047,-89.0387832177864,34.2279299512158,29975.7138160437,28811.3878021029
"28117","Prentiss County, Mississippi",25411,25276,25225,-88.5233928890622,34.616008331192,25514.133115869,22938.4192981774
"28119","Quitman County, Mississippi",8551,8223,8158,-90.2924443343408,34.254991877822,7909.28835221939,6547.12763818835
"28121","Rankin County, Mississippi",138523,141617,142515,-89.9529432136385,32.2673667772249,141583.806038905,138595.775379393
"28123","Scott County, Mississippi",28180,28264,28335,-89.5395490924115,32.4109260424355,27761.9254168682,25594.1967035799
"28125","Sharkey County, Mississippi",4797,4916,4886,-90.8131843126145,32.8812470515618,4927.59082545136,3713.62926405118
"28127","Simpson County, Mississippi",27575,27503,27526,-89.9251760344302,31.9163434947482,27732.7500180826,26717.6365619917
"28129","Smith County, Mississippi",16443,16491,16498,-89.508447653054,32.0249910552978,16493.1161784847,15794.29813881
"28131","Stone County, Mississippi",16923,17786,17907,-89.1111416460453,30.7945073626013,17797.7844322538,19975.0568975488
"28133","Sunflower County, Mississippi",30504,29450,28981,-90.5901141061817,33.6061579846526,29434.7807432061,22776.3327535426
"28135","Tallahatchie County, Mississippi",15270,15378,15339,-90.1737499122281,33.953470727272,15299.0919767248,13701.7422762561
"28137","Tate County, Mississippi",28198,28886,28987,-89.9481777443971,34.6552713520508,28753.6385616409,27729.7384441369
"28139","Tippah County, Mississippi",21993,22232,22184,-88.910845513357,34.768664359124,22012.8122939393,21084.2801553981
"28141","Tishomingo County, Mississippi",19535,19593,19629,-88.2445222765255,34.7439273806147,19703.3155202814,18128.3844084416
"28143","Tunica County, Mississippi",10817,10778,10765,-90.3677241761308,34.6485324562618,10427.0504060396,10169.4613615041
"28145","Union County, Mississippi",26922,27134,27151,-89.0051421365897,34.4921618503726,26884.9744821563,25396.4296820993
"28147","Walthall County, Mississippi",15530,15443,15396,-90.111519844186,31.1497631993005,15415.2256069388,15339.4501297096
"28149","Warren County, Mississippi",48890,48773,48834,-90.848499217168,32.3648226617098,48767.3493464933,43642.9714647665
"28151","Washington County, Mississippi",52455,51137,51097,-90.953208312956,33.2783301232415,51188.5316341929,39396.1185313256
"28153","Wayne County, Mississippi",20971,20747,20772,-88.6957322426883,31.6446891228429,20907.6842828575,20068.1751519285
"28155","Webster County, Mississippi",10139,10253,10268,-89.2837743642569,33.6128251421163,10740.0511339931,9367.93853037437
"28157","Wilkinson County, Mississippi",10070,9878,9863,-91.3146934178687,31.1618455453508,9834.78422828793,9714.73889719401
"28159","Winston County, Mississippi",19378,19198,19203,-89.0260575384362,33.0892293633269,19187.5375820911,17106.4975996974
"28161","Yalobusha County, Mississippi",12869,12678,12626,-89.7041242496787,34.0298035371348,12760.9029082932,11562.3603073368
"28163","Yazoo County, Mississippi",28402,28065,28134,-90.4038663556703,32.7873691693559,28135.4806880181,24822.9514641906
"29001","Adair County, Missouri",25315,25607,25625,-92.587299747231,40.1968191393525,25510.6508378627,25572.5167079522
"29003","Andrew County, Missouri",17006,17291,17344,-94.798994815937,39.996737395608,16112.8138286369,17480.3484487385
"29005","Atchison County, Missouri",5811,5685,5656,-95.4308740650722,40.4521844172308,5726.41293644602,5281.35511762179
"29007","Audrain County, Missouri",25684,25529,25453,-91.8294884989624,39.2124342831658,24264.8620766753,24781.8730103999
"29009","Barry County, Missouri",35753,35597,35555,-93.8415237294605,36.7153327269545,35047.700686312,35457.0631218629
"29011","Barton County, Missouri",12634,12402,12383,-94.3543435303272,37.508844326117,12441.0878251158,12128.3670992008
"29013","Bates County, Missouri",17132,17049,17028,-94.344600110269,38.2577341900803,16837.8806997029,16973.5247026851
"29015","Benton County, Missouri",18975,19056,19096,-93.2915459236555,38.3014491184087,19065.1723585613,19641.3747266837
"29017","Bollinger County, Missouri",12445,12363,12342,-90.0308480236408,37.3194956614463,12477.6104753278,12331.4353239481
"29019","Boone County, Missouri",158067,162642,163203,-92.2994030274425,38.9860595124973,162654.768179966,175825.123031748
"29021","Buchanan County, Missouri",88195,89201,89072,-94.8103252660329,39.6701370634459,90620.9313300475,89676.7965866748
"29023","Butler County, Missouri",42437,42794,42786,-90.4135287192353,36.7207338270503,42757.8354895,42880.6837472735
"29025","Caldwell County, Missouri",9380,9424,9428,-93.9827803541115,39.6632413881555,9431.86264709011,9489.62881069714
"29027","Callaway County, Missouri",43769,44332,44310,-91.9177361458585,38.8364336842958,44409.1020612339,45298.0794102037
"29029","Camden County, Missouri",43157,44002,44078,-92.7607568039574,38.0247056010722,44302.2891007736,46986.3157875078
"29031","Cape Girardeau County, Missouri",74283,75674,75899,-89.681341826469,37.3800471037106,75648.8810633672,78229.1344536182
"29033","Carroll County, Missouri",9485,9295,9282,-93.5149832676745,39.4337126117225,9445.93870161418,8671.0907744603
"29035","Carter County, Missouri",6141,6265,6294,-90.9797126304012,36.9311417810869,6234.64105392562,6327.34529281954
"29037","Cass County, Missouri",97598,99478,99754,-94.3567189750149,38.6456961153479,101771.927104626,108075.59211375
"29039","Cedar County, Missouri",14091,13982,13969,-93.862113692082,37.721680057446,13961.4857499888,13847.661478946
"29041","Chariton County, Missouri",7871,7831,7831,-92.9515065662813,39.5174961346281,7712.8778654288,7408.09992995745
"29043","Christian County, Missouri",74156,77422,77841,-93.1934465222607,36.9696767041111,77575.0094758558,91229.6934367676
"29045","Clark County, Missouri",7169,7139,7135,-91.7201200468785,40.4170293172119,7108.35406255411,6874.87595627989
"29047","Clay County, Missouri",215015,221939,222650,-94.4188883849016,39.3198701386409,222863.214263076,241074.97915671
"29049","Clinton County, Missouri",20682,20743,20740,-94.40369924274,39.6116326705445,21096.2362297792,21282.3316496525
"29051","Cole County, Missouri",74767,75990,76150,-92.2745282341779,38.5021502195865,75857.7352571972,77561.6650086121
"29053","Cooper County, Missouri",17583,17601,17603,-92.8034292315598,38.8437077122539,17622.0790701821,17865.003886727
"29055","Crawford County, Missouri",24640,24696,24630,-91.3047240571078,37.9706077333861,25820.0046373268,24766.5682010877
"29057","Dade County, Missouri",7929,7883,7839,-93.8524545973607,37.4351851940999,7905.43092249712,7747.80770789098
"29059","Dallas County, Missouri",16813,16777,16722,-93.0291453379808,37.6773892246811,16799.7914478164,17063.2533786432
"29061","Daviess County, Missouri",8359,8433,8449,-93.9833381600446,39.9706570696196,8574.87761096517,8505.69771669172
"29063","DeKalb County, Missouri",12872,12892,12895,-94.4011012687521,39.9007714283424,11768.9302244984,12703.474314519
"29065","Dent County, Missouri",15497,15657,15740,-91.51431589699,37.6004401256426,15764.7117038962,15230.5242200867
"29067","Douglas County, Missouri",13689,13684,13651,-92.505562091376,36.9340528961578,13592.7366905539,13704.0468497664
"29069","Dunklin County, Missouri",32140,31953,31950,-90.0885221131602,36.27852232961,31515.6850191865,27796.2052638375
"29071","Franklin County, Missouri",100737,101492,101428,-91.0730637211819,38.4092413044897,100138.656917728,104099.660084948
"29073","Gasconade County, Missouri",15334,15222,15202,-91.5065720322287,38.4419834252019,15244.4361604531,14924.5932309595
"29075","Gentry County, Missouri",6760,6738,6750,-94.4066536517169,40.2190720318947,6694.49336399534,6590.15473599442
"29077","Greene County, Missouri",270190,275174,275309,-93.3488102517588,37.2581368710804,274944.913084714,289745.036258983
"29079","Grundy County, Missouri",10214,10261,10253,-93.5617694994867,40.122798186956,10249.0303673489,10014.5351586024
"29081","Harrison County, Missouri",8941,8957,8967,-93.992944748661,40.3701052351223,8941.02715931532,8833.56164905902
"29083","Henry County, Missouri",22373,22272,22264,-93.7966824357769,38.3900254506845,22382.7593745925,22102.5939204799
"29085","Hickory County, Missouri",9579,9627,9646,-93.3227657546205,37.9464537967553,9638.95486381464,9814.3637954849
"29087","Holt County, Missouri",4944,4912,4915,-95.2096993606822,40.105694329569,4904.31477672304,4566.66457558497
"29089","Howard County, Missouri",10120,10144,10141,-92.6824600586336,39.1426866741453,10126.9689089807,9942.38388627826
"29091","Howell County, Missouri",39763,40400,40552,-91.8922427066344,36.7722875114714,40384.6503753822,41462.4006695675
"29093","Iron County, Missouri",10670,10630,10592,-90.7822660845145,37.5511687938439,10533.9912129149,10396.5943614226
"29095","Jackson County, Missouri",666997,674158,674845,-94.3486766545689,39.0103016528668,675286.780813647,676108.383791222
"29097","Jasper County, Missouri",115029,117404,117656,-94.3515062352424,37.215608565033,114888.933867232,122881.663641822
"29099","Jefferson County, Missouri",216262,218733,219128,-90.5418431350183,38.2559668217807,216672.33944856,226279.191874743
"29101","Johnson County, Missouri",52041,52595,52686,-93.8060991250154,38.7458533033904,52586.4271356072,54124.1909158477
"29103","Knox County, Missouri",4134,4131,4125,-92.1327837250956,40.1323877130459,4118.00010508354,3958.19123610203
"29105","Laclede County, Missouri",35357,35571,35700,-92.5877681233014,37.6556767346286,35475.2834780761,36563.1383176979
"29107","Lafayette County, Missouri",33313,33381,33381,-93.7843562228597,39.0657765253521,33521.2031465363,33134.9095782373
"29109","Lawrence County, Missouri",38373,38634,38591,-93.8362666279524,37.1125155348477,39118.9025888219,39849.435660743
"29111","Lewis County, Missouri",10235,10211,10210,-91.7072860305897,40.0984664857528,10157.2820978859,9947.84927186628
"29113","Lincoln County, Missouri",51333,52566,52674,-90.9650399674215,39.0549589764267,52299.5607965272,60266.4749319353
"29115","Linn County, Missouri",12824,12761,12774,-93.1055998415996,39.8706486762902,12591.2992602169,12143.5118108806
"29117","Livingston County, Missouri",14961,15195,15128,-93.5500077018149,39.7925894600267,15165.9936877943,15336.6553786601
"29119","McDonald County, Missouri",23016,23083,23072,-94.3605704273784,36.6385277655643,23008.8697256744,23371.6498692214
"29121","Macon County, Missouri",15539,15566,15593,-92.5481107768525,39.8324325374725,15594.9953761633,15290.1305262945
"29123","Madison County, Missouri",12269,12226,12197,-90.3481227591915,37.4747059363385,12221.571859556,12168.2758978753
"29125","Maries County, Missouri",9203,9176,9162,-91.9188128189928,38.1609152250507,9408.01405056822,9152.86936291416
"29127","Marion County, Missouri",28579,28781,28787,-91.6130486074494,39.8033044765851,29197.4340254937,28621.5916280671
"29129","Mercer County, Missouri",3731,3785,3770,-93.5674544258345,40.4367664330673,3904.70032025909,3681.31838599806
"29131","Miller County, Missouri",24805,24748,24716,-92.4203611505558,38.2119176596442,24416.7850687671,24899.0227369264
"29133","Mississippi County, Missouri",14143,14358,14330,-89.2734121998893,36.8287823033642,14340.9995876424,14585.0235280336
"29135","Moniteau County, Missouri",15468,15607,15626,-92.5778042201172,38.6311192899388,15576.7526287031,15846.8584438349
"29137","Monroe County, Missouri",9078,8840,8786,-91.984278229498,39.4919889445171,8753.32375315321,8424.41819624097
"29139","Montgomery County, Missouri",12247,12236,12207,-91.4625660695812,38.9347270701757,12224.3421556558,12109.6405118703
"29141","Morgan County, Missouri",20631,20565,20543,-92.8832956455794,38.4225343388859,20609.6764693952,20858.3554278871
"29143","New Madrid County, Missouri",18847,18956,18934,-89.6435549905396,36.5946163652832,18812.3631037124,17935.3528872921
"29145","Newton County, Missouri",57561,58114,58177,-94.3486568540462,36.9179798797576,60497.0053322632,60081.5542685041
"29147","Nodaway County, Missouri",23031,23370,23401,-94.884193657753,40.3789463703148,23383.8483440438,23828.3194322455
"29149","Oregon County, Missouri",10739,10881,10935,-91.4172082481006,36.6844190097077,10843.7045570807,10934.426220479
"29151","Osage County, Missouri",13768,13878,13905,-91.8543661294661,38.4612829099492,13764.3147126111,14129.5766321577
"29153","Ozark County, Missouri",9688,9723,9746,-92.4418171413595,36.6511405281673,9673.39985816507,9640.78185185623
"29155","Pemiscot County, Missouri",18587,18296,18261,-89.7889819724683,36.2124657004634,18306.3182126331,15412.9511169509
"29157","Perry County, Missouri",18919,18971,18938,-89.8289967877422,37.7033739953033,18922.3549819625,19175.0973206939
"29159","Pettis County, Missouri",41587,42201,42274,-93.2827620131095,38.7305635878964,42128.5751982208,43028.8888707094
"29161","Phelps County, Missouri",44473,45156,45294,-91.7918819243571,37.8734049768772,45072.917601773,47275.4058123363
"29163","Pike County, Missouri",18590,18516,18476,-91.1674282798301,39.3361021325759,18527.7471049372,18273.3305876413
"29165","Platte County, Missouri",86894,89322,89702,-94.7718686108135,39.3892399664078,89334.4652270448,97165.2040957359
"29167","Polk County, Missouri",30729,31137,31157,-93.4088772417367,37.6186376470001,31139.7555823807,32948.6061430752
"29169","Pulaski County, Missouri",49114,52274,52859,-92.2031697888428,37.8203346628702,52258.0279777567,57877.0457665821
"29171","Putnam County, Missouri",5040,4979,4974,-93.0108241837304,40.4922296800571,5001.52278220393,4783.34500084596
"29173","Ralls County, Missouri",10127,10167,10193,-91.5089900570603,39.5235944751862,11209.2254941291,10064.6619369497
"29175","Randolph County, Missouri",25495,25414,25458,-92.4769486350242,39.43804787731,25394.4165681339,23761.6804276381
"29177","Ray County, Missouri",23667,23494,23517,-93.9923155990564,39.3560249262047,22972.8353781801,23141.0542335339
"29179","Reynolds County, Missouri",6698,6696,6676,-90.9752016211594,37.3512137734293,6613.74592269551,6503.52295588513
"29181","Ripley County, Missouri",14057,14100,14102,-90.873069944121,36.6506695427959,14061.7449367878,14101.6668185447
"29183","St. Charles County, Missouri",350606,360485,361803,-90.6705670719739,38.7828334510897,360352.111399032,400346.356844385
"29185","St. Clair County, Missouri",9757,9805,9823,-93.7821775464893,38.0387669985198,9838.74976731557,9730.49788937502
"29186","Ste. Genevieve County, Missouri",18205,18145,18127,-90.1944791533192,37.8888395332317,18247.5692172363,18019.7546667144
"29187","St. Francois County, Missouri",64239,65359,65529,-90.4757342702698,37.8065848579488,65366.162412114,69842.0357244787
"29189","St. Louis County, Missouri",999454,998954,998840,-90.4491988531252,38.6414813379212,999667.79576032,979921.088489107
"29195","Saline County, Missouri",23126,23370,23420,-93.1956119815303,39.1406405645651,23130.3648896265,22821.3485634137
"29197","Schuyler County, Missouri",4361,4431,4441,-92.5074041040183,40.4803261786139,4516.76109024277,4505.26998939292
"29199","Scotland County, Missouri",4831,4843,4840,-92.1343663186948,40.4635597413204,4863.08075148298,4674.87558909148
"29201","Scott County, Missouri",39370,39191,39261,-89.5647293137678,37.0512745862929,39647.3666185178,38114.5774066877
"29203","Shannon County, Missouri",8404,8441,8443,-91.4092651287378,37.1524805542884,8411.34342795503,8128.49646081765
"29205","Shelby County, Missouri",6439,6373,6365,-92.0538314616242,39.7959893678934,6380.71926794806,6043.13703962283
"29207","Stoddard County, Missouri",30089,29968,30027,-89.9469399152547,36.8565554851826,30030.1778619152,29607.7906061314
"29209","Stone County, Missouri",32003,32202,32235,-93.4708609841608,36.7484886238951,32169.7097916417,33422.3643554852
"29211","Sullivan County, Missouri",6728,6714,6737,-93.1045126172612,40.2128123049349,6897.3907947666,6375.91555888878
"29213","Taney County, Missouri",49324,51675,51902,-93.0488290743142,36.6588691625944,51702.6941647683,58022.6334982664
"29215","Texas County, Missouri",25662,26008,26042,-91.9675700860259,37.3134622970879,26388.6451287898,27174.8934778384
"29217","Vernon County, Missouri",20917,21159,21159,-94.350875517317,37.8527785987247,21184.0070144047,21184.5509904133
"29219","Warren County, Missouri",31635,32513,32605,-91.1471005892187,38.7590809833022,33063.1385975508,36856.4984140729
"29221","Washington County, Missouri",24981,25195,25201,-90.8798428103821,37.9552065648513,25313.5201530334,25534.3131532634
"29223","Wayne County, Missouri",13433,13521,13519,-90.4747229910641,37.1102740127475,13512.3364063173,13454.1641705676
"29225","Webster County, Missouri",35678,36202,36320,-92.8807147045656,37.281199468815,36340.8524571955,38455.9795965069
"29227","Worth County, Missouri",2188,2171,2152,-94.4252482019562,40.4940314301005,2225.89200988738,2046.7340141091
"29229","Wright County, Missouri",18731,18815,18779,-92.4697977524922,37.2674490709771,18599.548346283,19001.5017124699
"29510","St. Louis city, Missouri",318809,319294,319336,-90.2546990462492,38.6340599396708,320544.365456779,301392.310868083
"30001","Beaverhead County, Montana",9132,9246,9255,-112.890265226638,45.1310759492624,9268.8129215952,9138.02533931318
"30003","Big Horn County, Montana",12663,12865,12911,-107.489488803166,45.4231220550414,12890.3513950909,12702.5197261112
"30005","Blaine County, Montana",6472,6491,6503,-108.957579820058,48.430009238284,6492.79108207249,6076.21589367661
"30007","Broadwater County, Montana",5287,5612,5633,-111.494233906068,46.3301766766175,5586.58641297654,6211.65127664627
"30009","Carbon County, Montana",9994,10078,10063,-109.033617060657,45.2246106484933,10073.3695081643,10187.2360751084
"30011","Carter County, Montana",1289,1160,1159,-104.533075747453,45.5211521806349,1156.59709839223,1048.13728105756
"30013","Cascade County, Montana",80562,81327,81507,-111.33647349506,47.302610940595,81266.4352149827,80458.7344044463
"30015","Chouteau County, Montana",5765,5813,5810,-110.427569773917,47.8762720763177,5863.65744879751,5615.21356756274
"30017","Custer County, Montana",11548,11699,11692,-105.548979915148,46.2576354533457,11696.2769530763,11551.2970411266
"30019","Daniels County, Montana",1649,1751,1749,-105.538855119134,48.7857438151271,1747.51084898149,1614.27791035952
"30021","Dawson County, Montana",8933,8966,8950,-104.887554554292,47.2666370489249,8965.25166784731,8810.34494926446
"30023","Deer Lodge County, Montana",9270,9298,9291,-113.063013392,46.053717561788,9300.62345410222,9119.88217198685
"30025","Fallon County, Montana",2813,2890,2889,-104.409033848616,46.3367881188322,2890.43038939913,2879.16302556826
"30027","Fergus County, Montana",11513,11586,11585,-109.217391355235,47.2638309426192,11593.9346033087,11110.1321551863
"30029","Flathead County, Montana",89215,90928,90864,-114.039791933784,48.2851465724903,91166.5300951548,97936.5845907885
"30031","Gallatin County, Montana",87676,89513,89654,-111.175867839369,45.5593345437614,89543.8019596972,100939.551879322
"30033","Garfield County, Montana",1224,1206,1192,-106.984044656608,47.2825866139559,1208.33880298891,1154.63289826628
"30035","Glacier County, Montana",13251,13399,13421,-112.992265638787,48.6953199003293,13405.1185690431,13205.1415797555
"30037","Golden Valley County, Montana",810,884,879,-109.17510945439,46.3786892341644,884.460365018227,801.010144198503
"30039","Granite County, Montana",3044,3079,3075,-113.424003159353,46.3925752288106,3079.61588014717,3143.25145268541
"30041","Hill County, Montana",16007,16096,16153,-110.108842381611,48.6217106102734,16042.8616060351,15591.6206744191
"30043","Jefferson County, Montana",11166,11406,11407,-112.091857134836,46.1471279106041,11306.9037507453,11906.8733250606
"30045","Judith Basin County, Montana",1967,2072,2073,-110.259267144318,47.0340522797173,2064.20610691831,1933.64892457395
"30047","Lake County, Montana",28493,28746,28789,-114.072945637726,47.6405647834553,28375.8648118966,28731.0363928723
"30049","Lewis and Clark County, Montana",61643,63395,63577,-112.386295540334,47.1157398166358,63536.410431875,66779.2116473521
"30051","Liberty County, Montana",2261,2339,2349,-111.024842872772,48.552434487458,2338.36944762843,2399.18994130655
"30053","Lincoln County, Montana",19507,19687,19694,-115.392639694922,48.5363507824717,19706.6145613649,19692.3123552649
"30055","McCone County, Montana",1714,1734,1745,-105.784395187897,47.654424186287,1732.40397622511,1603.08712541744
"30057","Madison County, Montana",7588,7691,7696,-111.919010910816,45.3046273048174,7676.75099884343,7986.06760863955
